"serial_no","chapter_name","paragraph_number","paragraph","Word_Count","Sentance_Count","Stop_Words","Post_INFO"
"274","Three","54","'Then  come.'  Mama  stood  up.  'All  three  of  you.  I'll  give  Omi  the  address.  It  is the grandest house in Gandhinagar.' People  called  me  Mr  Accounts;  greedy, miser,  anything.  But  the  fact  is,  I  did organise an all-expense-paid booze party to motivate my partners at the shop. It is bloody hard to get alcohol in Ahmedabad, let alone bulky bottles of beer. One of my  contacts - Romy  Bhai - agreed  to  supply  a  crate of  extra  strong  beer  for  a thousand bucks.","91","9","27","{""NUM"": 5, ""NOUN"": 27, ""."": 8, ""VERB"": 14, ""PRT"": 5, ""ADP"": 8, ""PRON"": 8, ""DET"": 7, ""ADJ"": 7, ""CONJ"": 1, ""ADV"": 1}"
"275","Three","55","At 7 p.m. on the day of the party, Romi Bhai left the beer -wrapped in rags - at the  SBI  compound  entrance.  I  came  to  the  gate  and  gave  Romi  Bhai  the  day's newspaper. On the third page of the newspaper, I had stapled ten hundred-rupee notes. He nodded and left.","55","4","17","{""ADP"": 7, ""NUM"": 1, ""NOUN"": 17, ""DET"": 8, ""."": 3, ""VERB"": 8, ""ADJ"": 3, ""PRON"": 3, ""PRT"": 2, ""CONJ"": 2, ""ADV"": 1}"
"276","Three","56","I dragged the cloth package inside and placed the bottles in the three ice-filled buckets  I  had kept in  the  kitchen. I took out  the  bottle opener  from  the kitchen shelf, where we kept everything from Maggi noodles to boxes of crackers to burst when India won a match.","50","2","21","{""PRON"": 4, ""VERB"": 8, ""DET"": 7, ""ADJ"": 2, ""NOUN"": 15, ""ADV"": 3, ""CONJ"": 1, ""ADP"": 5, ""NUM"": 1, ""PRT"": 3, ""."": 1}"
"277","Three","57","Another  person  may  see  the  abandoned  SBI  branch  as  an  eerie  party  venue.","13","1","3","{""DET"": 3, ""NOUN"": 6, ""VERB"": 3, ""ADP"": 1}"
"278","Three","58","This  used  to  be  an  old  man's  haveli.  The  owner  could  not  repay  and  the  bank foreclosed the property. Thereafter, the bank opened a branch in the haveli. The owner's  family  filed  a  lawsuit  after  he  died.  The  dispute  still  unresolved,  the family  obtained  a  court  injunction  that  the  bank  could  not  use  the  property  for profit.  Meanwhile,  SBI  realised  that  a  tiny  by  lane  in  Belrampur  was  a  terrible branch  location.  They  vacated the  premises  and gave  the  keys  to  the  court.  The court official kept a key with Omi's dad, a trustworthy man in the area. This was done  in  case  officials  needed  to  view  it  and  the  court  was  closed.  Of  course,  no one ever came and Omi had access to the keys.","134","10","49","{""DET"": 29, ""VERB"": 25, ""PRT"": 7, ""ADJ"": 5, ""NOUN"": 39, ""ADV"": 5, ""CONJ"": 4, ""."": 5, ""ADP"": 11, ""PRON"": 3, ""NUM"": 1}"
"279","Three","59","The  property  was  a  six-hundred  square  yard  plot,  huge  by  Belrampur standards.  The  front  entrance  directly  opened  into  the  living  room,  now  an abandoned  bank  customer  service  area.  The  three  bedrooms  on  the first  floor were the branch manager's office, the data room and the locker room. The branch manager's  office  had  a  giant  six-feet  vault.  We  kept  our  cricket  kit  in  the otherwise empty safe.","71","5","19","{""DET"": 13, ""NOUN"": 29, ""VERB"": 6, ""ADJ"": 8, ""."": 3, ""ADP"": 4, ""ADV"": 2, ""NUM"": 1, ""PRT"": 2, ""CONJ"": 1, ""PRON"": 2}"
"280","Three","60","We  hung out  most in  the  haveli's  backyard.  In  its prime, it was  the lawn of a rich family. As part of the bank branch, it was an under-utilised parking lot and now, our practice pitch.","40","3","18","{""PRON"": 5, ""VERB"": 3, ""PRT"": 2, ""ADJ"": 3, ""ADP"": 5, ""DET"": 5, ""NOUN"": 12, ""."": 3, ""CONJ"": 1, ""ADV"": 1}"
"281","Three","61","I rotated the beer bottles in the ice bucket to make them equally cold.","14","1","5","{""PRON"": 2, ""VERB"": 3, ""DET"": 2, ""NOUN"": 4, ""ADP"": 1, ""PRT"": 1, ""ADV"": 1}"
"282","Three","62","Ish walked into the bank.","5","1","2","{""NOUN"": 2, ""VERB"": 1, ""ADP"": 1, ""DET"": 1}"
"283","Three","63","'So late,' I said. 'It is 8.30.' 'Sorry, watching cricket highlights. Wow, strong beer,' Ish said as he picked up a bottle. We had parked ourselves on the sofas in the old customer waiting area downstairs. I reclined on the sofa. Ish went to the kitchen to get some bhujia.","57","7","17","{""NUM"": 3, ""ADJ"": 3, ""."": 7, ""PRON"": 4, ""VERB"": 11, ""DET"": 7, ""NOUN"": 15, ""ADP"": 4, ""PRT"": 3}"
"284","Three","64","'Omi here?' Ish said as he opened the packet.","10","2","4","{""NUM"": 1, ""ADV"": 1, ""."": 1, ""NOUN"": 2, ""VERB"": 2, ""ADP"": 1, ""PRON"": 1, ""DET"": 1}"
"285","Three","65","'No, I am the only fool. I take delivery, clean up the place and wait for my lords to arrive.' 'Partners, man, partners,' Ish corrected. 'Should we open a bottle?' 'No, wait.' Omi arrived in ten minutes. He made apologies about his dad holding him back to clean the temple. Omi then prayed for forgiveness before drinking alcohol.","68","8","20","{""NUM"": 2, ""."": 9, ""PRON"": 7, ""VERB"": 12, ""DET"": 4, ""ADJ"": 1, ""NOUN"": 21, ""PRT"": 4, ""CONJ"": 1, ""ADP"": 5, ""ADV"": 2}"
"286","Three","66","'Cheers!'  all  of  us  said  as  we  took  a  big  sip.  It  was  bitter,  and  tasted  only slightly better than phenyl.","23","3","9","{""NOUN"": 3, ""PRT"": 1, ""DET"": 2, ""ADP"": 3, ""PRON"": 3, ""VERB"": 4, ""ADJ"": 3, ""."": 1, ""CONJ"": 1, ""ADV"": 2}"
"287","Three","67","""What is this? Is this genuine stuff?' Ish asked.","11","3","3","{""."": 1, ""PRON"": 1, ""VERB"": 3, ""DET"": 2, ""ADJ"": 1, ""NOUN"": 2, ""PRT"": 1}"
"288","Three","68","We paused for a moment. Spurious alcohol is a real issue in Ahmedabad.","13","2","5","{""PRON"": 1, ""VERB"": 2, ""ADP"": 2, ""DET"": 2, ""NOUN"": 5, ""ADJ"": 1}"
"289","Three","69","'Nah, nobody makes fake beer. It is just strong,' I said.","14","2","2","{""NUM"": 1, ""."": 3, ""NOUN"": 2, ""VERB"": 4, ""PRON"": 2, ""ADV"": 1, ""ADJ"": 1}"
"290","Three","70","If you filled your mouth with bhujia, the beer did not taste half as bad. In fact, the taste improved considerably after half a bottle. As did everyone's mood.","32","3","11","{""ADP"": 6, ""PRON"": 2, ""VERB"": 5, ""NOUN"": 9, ""."": 2, ""DET"": 4, ""ADV"": 2, ""ADJ"": 1, ""PRT"": 1}"
"291","Three","71","'I want to see this Ali kid. Three customers have mentioned him,' Ish said.","17","2","4","{""PRT"": 2, ""PRON"": 2, ""VERB"": 6, ""DET"": 1, ""NOUN"": 4, ""."": 2}"
"292","Three","72","'The Muslim boy?' Omi said.","6","2","0","{""PRT"": 1, ""NOUN"": 3, ""."": 1, ""VERB"": 1}"
"293","Three","73","'Stop talking like your  Mama?'  Ish scolded.  'Is  that relevant? They  say  he has excellent timing.' 'Where does he play?' I enquired through a mouthful of bhujia.","30","6","9","{""NUM"": 1, ""VERB"": 8, ""ADP"": 4, ""PRON"": 5, ""NOUN"": 5, ""PRT"": 2, ""ADJ"": 1, ""."": 2, ""ADV"": 1, ""DET"": 1}"
"294","Three","74","'In  our  school.  Kids  say  his  most  common  shot  is  a  six.'  'Let's  go  check  him out. Looks like the school has your worthy successor,' 1 said.","31","4","10","{""VERB"": 8, ""PRON"": 5, ""NOUN"": 6, ""ADV"": 1, ""ADJ"": 2, ""DET"": 2, ""NUM"": 2, ""."": 3, ""PRT"": 1, ""ADP"": 1}"
"295","Three","75","Ish turned silent. It was a sensitive topic and if it was not for the beer, I would not have said it.","23","2","12","{""NOUN"": 3, ""VERB"": 6, ""ADJ"": 2, ""PRON"": 4, ""DET"": 2, ""CONJ"": 1, ""ADP"": 2, ""ADV"": 2, ""."": 1}"
"296","Three","76","'Succeeding  Ish  is  hard,'  Omi  said.  'Remember  the  hundred  against  Mahip Municipal School, in sixty-three balls? No one forgets that innings.' Omi stood up and patted Ish's back again, as if the ten-year-old match had ended minutes ago.","44","4","12","{""VERB"": 9, ""NOUN"": 13, ""ADJ"": 3, ""."": 4, ""DET"": 3, ""ADP"": 6, ""NUM"": 1, ""PRT"": 3, ""CONJ"": 1, ""ADV"": 1}"
"297","Three","77","'No one forgets the two ducks in the state selection trials either,' Ish said and paused again.","19","1","5","{""NUM"": 3, ""VERB"": 3, ""DET"": 2, ""NOUN"": 5, ""ADP"": 1, ""CONJ"": 2, ""."": 2, ""ADV"": 1}"
"298","Three","78","'Screw that, you were out of form, man,' Omi said.","14","1","5","{""VERB"": 3, ""DET"": 1, ""."": 4, ""PRON"": 1, ""ADP"": 2, ""NOUN"": 3}"
"299","Three","79","'But  those  are  the  matches  that  fucking  mattered,  right?  Now  can  we  flip  the topic?' Omi backed off and I gladly changed the subject. 'I think we should thank our sponsors  for  tonight - The  Team  India  Cricket  Shop.  In  seven  months  of operation,  our  profit  is  42,600  rupees.  Of  which,  we  have  distributed  18,000  to the partners and 22,000 is for the Navrangpura shop deposit. And the remaining 2,600  is  for  entertainment  like  tonight.  So,  thank  you,  dear  shareholders  and partners, and let's say cheers to the second bottle.' I took out the second bottle for each of us from the ice bucket.","114","9","41","{""NOUN"": 29, ""DET"": 13, ""VERB"": 19, ""ADP"": 11, ""."": 7, ""ADV"": 4, ""PRON"": 10, ""PRT"": 8, ""CONJ"": 5, ""NUM"": 5, ""ADJ"": 3}"
"300","Three","80","'Stud-boy,' Ish slurred, standing up, 'This business and its profit is all owed to Stud-boy,  Mr  Govind  Patel.  Thank  you,  buddy.  Because  of  you  this  dropout military cadet has a future. And so does this fool who'd be otherwise jingling bells in the temple all his life. Give me a hug, Stud-boy.' He came forward to give me a hug. It was drunk affection, but genuine enough.","77","7","28","{""NUM"": 1, ""."": 9, ""NOUN"": 19, ""VERB"": 14, ""PRT"": 4, ""CONJ"": 3, ""PRON"": 9, ""DET"": 8, ""ADP"": 3, ""ADJ"": 3, ""ADV"": 4}"
"301","Three","81","'Will you do me one more favour buddy?' Ish said.","11","2","4","{""VERB"": 3, ""PRON"": 2, ""NUM"": 1, ""ADJ"": 1, ""NOUN"": 3, ""."": 1}"
"302","Three","82","'What?' 'There is someone who wants maths tuitions,' Ish said.","13","2","2","{""DET"": 2, ""."": 3, ""VERB"": 3, ""NOUN"": 3, ""PRON"": 1, ""ADJ"": 1}"
"303","Three","83","'No, I am full, Ish. Seven students already...,' I said as Ish interrupted me. 'It is Vidya.' 'Your sister?' 'She finished Class XII. She is dropping a year now to prepare for the medical entrance.' 'You don't need maths to become a doctor.' 'No, but the entrance exams do. And she is awful at it. You are the best man, who else can I trust?' 'If it is your sister, then I mean...,' I took a breath. 'Wow, Vidya to join medical college? Is she that old now?' 'Almost eighteen, dude.' 'I teach younger kids though, class five to eight. Her course is more advanced. I am not in touch.' 'But  you  got  a  fucking  century  in  that  subject,  dude.  Just  try  she  needs  any help she can get.' I said nothing for a while, trying to remember what I knew of Vidya, which was little.","174","20","55","{""NUM"": 4, ""."": 22, ""PRON"": 23, ""VERB"": 35, ""ADJ"": 10, ""NOUN"": 37, ""ADV"": 8, ""ADP"": 9, ""PRT"": 13, ""DET"": 11, ""CONJ"": 2}"
"304","Three","84","'What are you thinking. Oh, I know, Mr Accounts. Don't worry we will pay you,' Ish said and took a big sip.","27","3","7","{""DET"": 2, ""VERB"": 9, ""PRON"": 4, ""X"": 1, ""."": 4, ""NOUN"": 4, ""ADV"": 1, ""CONJ"": 1, ""ADJ"": 1}"
"305","Three","85","'Shut up, man. It is for your sister. Ok, I'll do it. When do we start?' 'Can you start Monday ... no Monday is Parekh-ji's feast. Damn, Omi what the fuck are we going to do there?' 'The  things  we  do  to  keep  your  Mama  happy.'  I  couldn't  wait  to  move  to Navrangpura.","62","8","24","{""NUM"": 1, ""PRT"": 7, ""."": 6, ""NOUN"": 13, ""PRON"": 11, ""VERB"": 16, ""ADP"": 1, ""ADV"": 3, ""DET"": 2, ""ADJ"": 2}"
"306","Three","86","'Parekh ji is supposed to be a great man,' Omi said. 'And I always listen to you guys. Come for me this time.' 'Anyway, Tuesday then,' I said to Ish. 'So is she going to come to the bank?' 'Dad will never send her out alone. You come home.' 'What?' I said. Maybe I should have accepted a fee. 'Ok, I'll move some classes.","75","11","23","{""PRT"": 9, ""NOUN"": 12, ""VERB"": 20, ""DET"": 5, ""ADJ"": 1, ""."": 9, ""PRON"": 11, ""ADV"": 6, ""ADP"": 1, ""NUM"": 1}"
"307","Three","87","Say seven in the evening?' 'Sure, now can you answer one maths question, Mr Accounts,' Ish said.","22","2","5","{""NOUN"": 7, ""NUM"": 2, ""ADP"": 1, ""DET"": 1, ""."": 5, ""ADV"": 1, ""VERB"": 3, ""PRON"": 1, ""ADJ"": 1}"
"308","Three","88","'What?' 'You ordered a crate with ten bottles. We drank three each. Where is the tenth one?' Ish stood up swaying.","23","5","6","{""DET"": 4, ""."": 1, ""NOUN"": 4, ""VERB"": 5, ""ADP"": 1, ""ADJ"": 2, ""PRON"": 1, ""NUM"": 2, ""ADV"": 1, ""PRT"": 2}"
"309","Three","89","I  stood  as  well.  'The  question  is  not  where  the  tenth  one  is,  but  who  does  it belong to.' I lunged for  the  ice bucket. Ish dived  in as well.  Cold  water splashed on the floor as we tugged at the bottle. After a ten-second tiff, he released it.","52","6","24","{""PRON"": 7, ""VERB"": 10, ""ADV"": 6, ""ADP"": 7, ""NOUN"": 11, ""DET"": 5, ""NUM"": 1, ""."": 2, ""CONJ"": 1, ""PRT"": 2}"
"310","Three","90","'Take it, dude. What would I do without you?'","11","2","3","{""VERB"": 4, ""PRON"": 4, ""."": 2, ""ADP"": 1}"
"311","Four","1","We  reached  Parekh-ji's  residence  at  around  eight  in  the  evening.  Two  armed guards manning the front gate let us in after checking our names. The entrance of the house had an elaborate rangoli, dozens of lamps and fresh flowers.","41","3","13","{""PRON"": 3, ""VERB"": 6, ""NOUN"": 13, ""PRT"": 1, ""ADP"": 7, ""NUM"": 2, ""DET"": 5, ""ADJ"": 2, ""."": 1, ""CONJ"": 1}"
"312","Four","2","'See,  what  a  gathering,'  Bittoo  Mama  met  us  at  the  door.  'Have  dinner  before the talk begins.' From an aarti plate, he put big red tikkas on our foreheads. He told us Parekh-ji would make a speech after dinner.","44","4","12","{""NOUN"": 14, ""."": 4, ""PRON"": 6, ""DET"": 5, ""VERB"": 6, ""ADP"": 5, ""PRT"": 2, ""ADJ"": 2}"
"313","Four","3","We  moved  to  the  massive  food  counter.  A  Gujarati  feast  consisted  of  every vegetarian  snack  known  to  man.  There  was  no  alcohol,  but  there  was  juice  of every fruit imaginable. At parties like this, you regret you have only one stomach.","43","4","15","{""PRON"": 3, ""VERB"": 7, ""PRT"": 2, ""DET"": 6, ""ADJ"": 3, ""NOUN"": 12, ""ADP"": 4, ""."": 2, ""CONJ"": 1, ""ADV"": 2, ""NUM"": 1}"
"314","Four","4","I  took  a  jain  pizza  and  looked  around  the  massive  living  room.  There  were  fifty guests dressed in either white or saffron. Parekh-ji wore a saffron dhoti and white shirt,  sort  of  a  perfect crowd  blend.  Ish  looked  oddly  out  of  place  with  his  skull and crossbones, black Metallica T-shirt. Apart from us, everyone had either grey hair or no hair It looked like a marriage party where only the priests were invited Most  of  them  carried  some  form  of accessory  like  a  trishul  or  a  rudraksha  or  a holy book.","94","5","33","{""PRON"": 5, ""VERB"": 12, ""DET"": 13, ""NOUN"": 29, ""CONJ"": 8, ""ADP"": 11, ""ADJ"": 10, ""."": 3, ""ADV"": 3}"
"315","Four","5","Ish and 1 exchanged a what-are-we-doing-here glance.","7","1","2","{""NOUN"": 2, ""CONJ"": 1, ""NUM"": 1, ""VERB"": 1, ""DET"": 1, ""ADJ"": 1}"
"316","Four","6","Omi  went  to  meet  a  group  of  two  bald-whites,  one  grey-saffron  and  one  bald- saffron.  He  touched  their  feet  and  everyone  blessed  him.  Considering  Omi  met these kind of people often, he had one Of the highest per-capita-blessings ratio in India.","43","3","13","{""NOUN"": 15, ""VERB"": 6, ""PRT"": 1, ""DET"": 3, ""ADP"": 4, ""NUM"": 4, ""."": 2, ""CONJ"": 2, ""PRON"": 4, ""ADV"": 1, ""ADJ"": 1}"
"317","Four","7","'The food is excellent, no?' Omi returned. Food in Gujarat was always good. But still people keep saying it. Ish passed his Jain-dimsum to Omi.","27","5","7","{""PRT"": 3, ""NOUN"": 6, ""VERB"": 7, ""ADJ"": 3, ""."": 1, ""DET"": 1, ""ADP"": 1, ""ADV"": 2, ""CONJ"": 1, ""PRON"": 2}"
"318","Four","8","'Who are these people?' I asked idly.","8","2","2","{""NOUN"": 2, ""VERB"": 2, ""DET"": 1, ""PRT"": 1, ""PRON"": 1, ""ADV"": 1}"
"319","Four","9","'It  is  quite  simple,'  Omi  said.  'The  people  in  saffron  are  priests or other  holy men from around the city. The people in white are the political party people. Why aren't you eating any dimsums?' 'I don't like Chinese,' Ish said. 'And who is Parekh-ji?' 'Well,  he  is  a  guide,'  Omi  said.  'Or  that  is  what  he  says  to  be  humble.  But actually,  he  is  the  chairperson  of  the  main  temple 1 rust.  He  knows  the politicians really well, too.' 'So he is a hybrid, a poli-priest,' I deduced.","107","11","36","{""NOUN"": 22, ""VERB"": 20, ""ADV"": 8, ""ADJ"": 9, ""."": 12, ""ADP"": 5, ""CONJ"": 2, ""DET"": 11, ""PRON"": 12, ""PRT"": 5, ""NUM"": 1}"
"320","Four","10","'Can you be more respectful? And what is this T-shirt, Ish?' Everyone  shushed  as  Parekh-ji  came  to  the  centre  of  the  living  room.  He carried  a  red  velvet  cushion  with  him,  which  looked  quite  comfortable.  He signalled  everyone  to  sit  down  on the carpet.  Like a shoal of fishes,  the saffrons separated from the whites and sat down in two neat sections.","66","6","27","{""VERB"": 11, ""PRON"": 5, ""ADV"": 3, ""ADJ"": 4, ""CONJ"": 2, ""DET"": 9, ""NOUN"": 16, ""."": 3, ""PRT"": 4, ""ADP"": 8, ""NUM"": 1}"
"321","Four","11","'Where  the  hell  do  we  sit?'  Ish  said  as  he  turned  to  me.  I  had  worn  a  blue  T- shirt  and  couldn't  find  my  colour  zone.  Bittoo  Mama  tugged  at  Omi's  elbow  and asked  us  to  join the  saffron  set.  We  sat  there,  looking  like  the  protagonists  of those  ugly  duckling  stories  in  our  mismatched  clothes.  Bittoo  Mama  came  with three saffron scarves and handed them to us.","72","6","25","{""ADV"": 3, ""DET"": 5, ""NOUN"": 18, ""VERB"": 17, ""PRON"": 10, ""."": 2, ""ADP"": 6, ""PRT"": 4, ""ADJ"": 3, ""CONJ"": 3, ""NUM"": 1}"
"322","Four","12","'What? I am not...,' I protested to Omi.","11","2","3","{""ADP"": 1, ""PRON"": 2, ""VERB"": 3, ""ADV"": 1, ""."": 3, ""PRT"": 1}"
"323","Four","13","'Shh ... just wear it,' Omi said and showed us how to wrap it around our neck.","19","1","7","{""NOUN"": 3, ""."": 3, ""ADV"": 2, ""ADP"": 2, ""PRON"": 4, ""VERB"": 3, ""CONJ"": 1, ""PRT"": 1}"
"324","Four","14","Parekh-ji sat on his wonderful magic cushion. There was pin-drop silence. Ish cracked his knuckle once. Omi gave him a dirty look. Everyone closed their eyes, apart from me. I looked around while everyone chanted in Sanskrit. They ended their chants after a minute and Parekh-ji began his speech.","50","7","17","{""NOUN"": 15, ""VERB"": 9, ""ADP"": 6, ""PRON"": 9, ""ADJ"": 4, ""DET"": 3, ""ADV"": 2, ""."": 1, ""CONJ"": 1}"
